source,session_id,step,x,y
genuine,user9:session_1281792837,70,262.0,49.0
genuine,user9:session_1281792837,71,262.0,49.0
genuine,user9:session_1281792837,72,262.0,52.0
genuine,user9:session_1281792837,73,282.0,124.0
genuine,user9:session_1281792837,74,309.0,319.0
genuine,user9:session_1281792837,75,307.0,459.0
genuine,user9:session_1281792837,76,298.0,482.0
genuine,user9:session_1281792837,77,292.0,491.0
genuine,user9:session_1281792837,78,286.0,495.0
genuine,user9:session_1281792837,79,282.0,498.0
genuine,user9:session_1281792837,80,281.0,499.0
genuine,user9:session_1281792837,81,274.0,506.0
genuine,user9:session_1281792837,82,248.0,365.0
genuine,user9:session_1281792837,83,238.0,265.0
genuine,user9:session_1281792837,84,246.0,181.0
genuine,user9:session_1281792837,85,221.0,62.0
genuine,user9:session_1281792837,86,188.0,35.0
genuine,user9:session_1281792837,87,160.0,45.0
genuine,user9:session_1281792837,88,155.0,51.0
genuine,user9:session_1281792837,89,155.0,51.0
genuine,user9:session_1281792837,90,155.0,51.0
genuine,user9:session_1281792837,91,159.0,50.0
genuine,user9:session_1281792837,92,312.0,29.0
genuine,user9:session_1281792837,93,315.0,30.0
genuine,user9:session_1281792837,94,354.0,52.0
genuine,user9:session_1281792837,95,362.0,54.0
genuine,user9:session_1281792837,96,354.0,39.0
genuine,user9:session_1281792837,97,343.0,35.0
genuine,user9:session_1281792837,98,329.0,32.0
genuine,user9:session_1281792837,99,314.0,20.0
genuine,user9:session_1281792837,100,307.0,21.0
genuine,user9:session_1281792837,101,300.0,23.0
genuine,user9:session_1281792837,102,300.0,23.0
genuine,user9:session_1281792837,103,300.0,23.0
genuine,user9:session_1281792837,104,301.0,23.0
genuine,user9:session_1281792837,105,321.0,27.0
genuine,user9:session_1281792837,106,341.0,30.0
genuine,user9:session_1281792837,107,357.0,31.0
genuine,user9:session_1281792837,108,358.0,32.0
genuine,user9:session_1281792837,109,366.0,48.0
genuine,user9:session_1281792837,110,383.0,78.0
genuine,user9:session_1281792837,111,392.0,92.0
genuine,user9:session_1281792837,112,394.0,94.0
genuine,user9:session_1281792837,113,401.0,102.0
genuine,user9:session_1281792837,114,405.0,107.0
genuine,user9:session_1281792837,115,366.0,109.0
genuine,user9:session_1281792837,116,223.0,126.0
genuine,user9:session_1281792837,117,219.0,126.0
genuine,user9:session_1281792837,118,162.0,141.0
genuine,user9:session_1281792837,119,151.0,141.0
genuine,user9:session_1281792837,120,114.0,139.0
genuine,user9:session_1281792837,121,113.0,138.0
genuine,user9:session_1281792837,122,105.0,130.0
genuine,user9:session_1281792837,123,103.0,125.0
genuine,user9:session_1281792837,124,106.0,124.0
genuine,user9:session_1281792837,125,107.0,123.0
genuine,user9:session_1281792837,126,108.0,123.0
genuine,user9:session_1281792837,127,111.0,122.0
genuine,user9:session_1334666365,0,554.0,250.0
genuine,user9:session_1334666365,1,564.0,265.0
genuine,user9:session_1334666365,2,573.0,287.0
genuine,user9:session_1334666365,3,561.0,303.0
genuine,user9:session_1334666365,4,518.0,330.0
genuine,user9:session_1334666365,5,483.0,350.0
genuine,user9:session_1334666365,6,755.0,343.0
genuine,user9:session_1334666365,7,743.0,345.0
genuine,user9:session_1334666365,8,721.0,338.0
genuine,user9:session_1334666365,9,718.0,338.0
genuine,user9:session_1334666365,10,708.0,337.0
genuine,user9:session_1334666365,11,708.0,337.0
genuine,user9:session_1334666365,12,708.0,337.0
genuine,user9:session_1334666365,13,708.0,337.0
genuine,user9:session_1334666365,14,708.0,337.0
genuine,user9:session_1334666365,15,708.0,337.0
genuine,user9:session_1334666365,16,708.0,337.0
genuine,user9:session_1334666365,17,708.0,337.0
genuine,user9:session_1334666365,18,705.0,340.0
genuine,user9:session_1334666365,19,697.0,347.0
genuine,user9:session_1334666365,20,589.0,369.0
genuine,user9:session_1334666365,21,469.0,383.0
genuine,user9:session_1334666365,22,428.0,390.0
genuine,user9:session_1334666365,23,370.0,388.0
genuine,user9:session_1334666365,24,344.0,391.0
genuine,user9:session_1334666365,25,331.0,395.0
genuine,user9:session_1334666365,26,329.0,396.0
genuine,user9:session_1334666365,27,329.0,396.0
genuine,user9:session_1334666365,28,330.0,397.0
genuine,user9:session_1334666365,29,363.0,406.0
genuine,user9:session_1334666365,30,364.0,405.0
genuine,user9:session_1334666365,31,374.0,401.0
genuine,user9:session_1334666365,32,376.0,401.0
genuine,user9:session_1334666365,33,393.0,400.0
genuine,user9:session_1334666365,34,411.0,399.0
genuine,user9:session_1334666365,35,431.0,398.0
genuine,user9:session_1334666365,36,440.0,398.0
genuine,user9:session_1334666365,37,445.0,398.0
genuine,user9:session_1334666365,38,453.0,398.0
genuine,user9:session_1334666365,39,464.0,396.0
genuine,user9:session_1334666365,40,473.0,395.0
genuine,user9:session_1334666365,41,502.0,387.0
genuine,user9:session_1334666365,42,532.0,382.0
genuine,user9:session_1334666365,43,538.0,382.0
genuine,user9:session_1334666365,44,548.0,380.0
genuine,user9:session_1334666365,45,647.0,392.0
genuine,user9:session_1334666365,46,729.0,394.0
genuine,user9:session_1334666365,47,815.0,396.0
genuine,user9:session_1334666365,48,839.0,396.0
genuine,user9:session_1334666365,49,874.0,393.0
genuine,user9:session_1334666365,50,875.0,393.0
genuine,user9:session_1334666365,51,906.0,390.0
genuine,user9:session_1334666365,52,909.0,390.0
genuine,user9:session_1334666365,53,909.0,390.0
genuine,user9:session_1334666365,54,918.0,387.0
genuine,user9:session_1334666365,55,938.0,384.0
genuine,user9:session_1334666365,56,993.0,382.0
genuine,user9:session_1334666365,57,994.0,381.0
genuine,user9:session_1334666365,58,995.0,380.0
genuine,user9:session_1334666365,59,995.0,380.0
genuine,user9:session_1334666365,60,989.0,394.0
genuine,user9:session_1334666365,61,983.0,418.0
genuine,user9:session_1334666365,62,975.0,446.0
genuine,user9:session_1334666365,63,974.0,446.0
genuine,user9:session_1334666365,64,972.0,445.0
genuine,user9:session_1334666365,65,948.0,430.0
genuine,user9:session_1334666365,66,943.0,428.0
genuine,user9:session_1334666365,67,911.0,417.0
genuine,user9:session_1334666365,68,868.0,389.0
genuine,user9:session_1334666365,69,826.0,370.0
genuine,user9:session_1334666365,70,739.0,347.0
genuine,user9:session_1334666365,71,738.0,345.0
genuine,user9:session_1334666365,72,734.0,344.0
genuine,user9:session_1334666365,73,731.0,341.0
genuine,user9:session_1334666365,74,713.0,329.0
genuine,user9:session_1334666365,75,562.0,260.0
genuine,user9:session_1334666365,76,509.0,240.0
genuine,user9:session_1334666365,77,489.0,219.0
genuine,user9:session_1334666365,78,437.0,178.0
genuine,user9:session_1334666365,79,436.0,178.0
genuine,user9:session_1334666365,80,270.0,125.0
genuine,user9:session_1334666365,81,265.0,121.0
genuine,user9:session_1334666365,82,254.0,121.0
genuine,user9:session_1334666365,83,185.0,71.0
genuine,user9:session_1334666365,84,165.0,52.0
genuine,user9:session_1334666365,85,157.0,51.0
genuine,user9:session_1334666365,86,135.0,43.0
genuine,user9:session_1334666365,87,140.0,46.0
genuine,user9:session_1334666365,88,145.0,50.0
genuine,user9:session_1334666365,89,170.0,73.0
genuine,user9:session_1334666365,90,200.0,79.0
genuine,user9:session_1334666365,91,236.0,68.0
genuine,user9:session_1334666365,92,271.0,59.0
genuine,user9:session_1334666365,93,273.0,55.0
genuine,user9:session_1334666365,94,304.0,39.0
genuine,user9:session_1334666365,95,332.0,32.0
genuine,user9:session_1334666365,96,343.0,34.0
genuine,user9:session_1334666365,97,344.0,34.0
genuine,user9:session_1334666365,98,357.0,36.0
genuine,user9:session_1334666365,99,365.0,35.0
genuine,user9:session_1334666365,100,365.0,28.0
genuine,user9:session_1334666365,101,365.0,28.0
genuine,user9:session_1334666365,102,366.0,31.0
genuine,user9:session_1334666365,103,379.0,57.0
genuine,user9:session_1334666365,104,402.0,79.0
genuine,user9:session_1334666365,105,405.0,82.0
genuine,user9:session_1334666365,106,415.0,91.0
genuine,user9:session_1334666365,107,416.0,91.0
genuine,user9:session_1334666365,108,429.0,103.0
genuine,user9:session_1334666365,109,443.0,111.0
genuine,user9:session_1334666365,110,445.0,111.0
genuine,user9:session_1334666365,111,447.0,112.0
genuine,user9:session_1334666365,112,447.0,112.0
genuine,user9:session_1334666365,113,450.0,111.0
genuine,user9:session_1334666365,114,452.0,111.0
genuine,user9:session_1334666365,115,495.0,108.0
genuine,user9:session_1334666365,116,501.0,108.0
genuine,user9:session_1334666365,117,507.0,107.0
genuine,user9:session_1334666365,118,544.0,112.0
genuine,user9:session_1334666365,119,556.0,116.0
genuine,user9:session_1334666365,120,574.0,129.0
genuine,user9:session_1334666365,121,585.0,138.0
genuine,user9:session_1334666365,122,585.0,138.0
genuine,user9:session_1334666365,123,584.0,138.0
genuine,user9:session_1334666365,124,559.0,151.0
genuine,user9:session_1334666365,125,495.0,227.0
genuine,user9:session_1334666365,126,434.0,284.0
genuine,user9:session_1334666365,127,374.0,332.0
genuine,user9:session_1498771725,0,449.0,482.0
genuine,user9:session_1498771725,1,448.0,478.0
genuine,user9:session_1498771725,2,445.0,465.0
genuine,user9:session_1498771725,3,440.0,456.0
genuine,user9:session_1498771725,4,437.0,454.0
genuine,user9:session_1498771725,5,203.0,551.0
genuine,user9:session_1498771725,6,202.0,554.0
genuine,user9:session_1498771725,7,163.0,638.0
genuine,user9:session_1498771725,8,155.0,676.0
genuine,user9:session_1498771725,9,143.0,696.0
genuine,user9:session_1498771725,10,134.0,683.0
genuine,user9:session_1498771725,11,130.0,670.0
genuine,user9:session_1498771725,12,130.0,670.0
genuine,user9:session_1498771725,13,130.0,670.0
genuine,user9:session_1498771725,14,134.0,667.0
genuine,user9:session_1498771725,15,167.0,643.0
genuine,user9:session_1498771725,16,168.0,642.0
genuine,user9:session_1498771725,17,169.0,641.0
genuine,user9:session_1498771725,18,152.0,521.0
genuine,user9:session_1498771725,19,142.0,484.0
genuine,user9:session_1498771725,20,135.0,477.0
genuine,user9:session_1498771725,21,91.0,430.0
genuine,user9:session_1498771725,22,90.0,424.0
genuine,user9:session_1498771725,23,71.0,333.0
genuine,user9:session_1498771725,24,67.0,249.0
genuine,user9:session_1498771725,25,67.0,232.0
genuine,user9:session_1498771725,26,64.0,203.0
genuine,user9:session_1498771725,27,63.0,202.0
genuine,user9:session_1498771725,28,56.0,191.0
genuine,user9:session_1498771725,29,53.0,184.0
genuine,user9:session_1498771725,30,53.0,184.0
genuine,user9:session_1498771725,31,53.0,184.0
genuine,user9:session_1498771725,32,53.0,184.0
genuine,user9:session_1498771725,33,53.0,184.0
genuine,user9:session_1498771725,34,54.0,185.0
genuine,user9:session_1498771725,35,96.0,236.0
genuine,user9:session_1498771725,36,97.0,239.0
genuine,user9:session_1498771725,37,104.0,242.0
genuine,user9:session_1498771725,38,108.0,243.0
genuine,user9:session_1498771725,39,111.0,244.0
genuine,user9:session_1498771725,40,119.0,264.0
genuine,user9:session_1498771725,41,137.0,348.0
genuine,user9:session_1498771725,42,138.0,350.0
genuine,user9:session_1498771725,43,142.0,432.0
genuine,user9:session_1498771725,44,157.0,543.0
genuine,user9:session_1498771725,45,177.0,602.0
genuine,user9:session_1498771725,46,184.0,643.0
genuine,user9:session_1498771725,47,179.0,650.0
genuine,user9:session_1498771725,48,181.0,645.0
genuine,user9:session_1498771725,49,181.0,645.0
genuine,user9:session_1498771725,50,182.0,645.0
genuine,user9:session_1498771725,51,188.0,645.0
genuine,user9:session_1498771725,52,193.0,645.0
genuine,user9:session_1498771725,53,193.0,645.0
genuine,user9:session_1498771725,54,194.0,644.0
genuine,user9:session_1498771725,55,202.0,602.0
genuine,user9:session_1498771725,56,212.0,560.0
genuine,user9:session_1498771725,57,214.0,553.0
genuine,user9:session_1498771725,58,214.0,551.0
genuine,user9:session_1498771725,59,215.0,550.0
genuine,user9:session_1498771725,60,222.0,532.0
genuine,user9:session_1498771725,61,226.0,487.0
genuine,user9:session_1498771725,62,236.0,445.0
genuine,user9:session_1498771725,63,245.0,428.0
genuine,user9:session_1498771725,64,256.0,399.0
genuine,user9:session_1498771725,65,255.0,369.0
genuine,user9:session_1498771725,66,254.0,350.0
genuine,user9:session_1498771725,67,254.0,350.0
genuine,user9:session_1498771725,68,255.0,353.0
genuine,user9:session_1498771725,69,256.0,356.0
genuine,user9:session_1498771725,70,256.0,356.0
genuine,user9:session_1498771725,71,257.0,346.0
genuine,user9:session_1498771725,72,250.0,315.0
genuine,user9:session_1498771725,73,239.0,294.0
genuine,user9:session_1498771725,74,237.0,291.0
genuine,user9:session_1498771725,75,226.0,279.0
genuine,user9:session_1498771725,76,217.0,270.0
genuine,user9:session_1498771725,77,217.0,270.0
genuine,user9:session_1498771725,78,219.0,267.0
genuine,user9:session_1498771725,79,238.0,239.0
genuine,user9:session_1498771725,80,238.0,238.0
genuine,user9:session_1498771725,81,228.0,159.0
genuine,user9:session_1498771725,82,229.0,124.0
genuine,user9:session_1498771725,83,244.0,97.0
genuine,user9:session_1498771725,84,263.0,56.0
genuine,user9:session_1498771725,85,265.0,55.0
genuine,user9:session_1498771725,86,294.0,65.0
genuine,user9:session_1498771725,87,418.0,118.0
genuine,user9:session_1498771725,88,418.0,119.0
genuine,user9:session_1498771725,89,417.0,119.0
genuine,user9:session_1498771725,90,305.0,103.0
genuine,user9:session_1498771725,91,304.0,102.0
genuine,user9:session_1498771725,92,291.0,88.0
genuine,user9:session_1498771725,93,289.0,85.0
genuine,user9:session_1498771725,94,283.0,73.0
genuine,user9:session_1498771725,95,282.0,63.0
genuine,user9:session_1498771725,96,285.0,56.0
genuine,user9:session_1498771725,97,289.0,49.0
genuine,user9:session_1498771725,98,289.0,48.0
genuine,user9:session_1498771725,99,289.0,48.0
genuine,user9:session_1498771725,100,289.0,48.0
genuine,user9:session_1498771725,101,289.0,49.0
genuine,user9:session_1498771725,102,290.0,69.0
genuine,user9:session_1498771725,103,290.0,71.0
genuine,user9:session_1498771725,104,276.0,80.0
genuine,user9:session_1498771725,105,256.0,70.0
genuine,user9:session_1498771725,106,253.0,67.0
genuine,user9:session_1498771725,107,256.0,58.0
genuine,user9:session_1498771725,108,263.0,51.0
genuine,user9:session_1498771725,109,263.0,51.0
genuine,user9:session_1498771725,110,263.0,51.0
genuine,user9:session_1498771725,111,263.0,51.0
genuine,user9:session_1498771725,112,263.0,55.0
genuine,user9:session_1498771725,113,254.0,184.0
genuine,user9:session_1498771725,114,258.0,194.0
genuine,user9:session_1498771725,115,270.0,217.0
genuine,user9:session_1498771725,116,273.0,219.0
genuine,user9:session_1498771725,117,280.0,231.0
genuine,user9:session_1498771725,118,287.0,256.0
genuine,user9:session_1498771725,119,291.0,270.0
genuine,user9:session_1498771725,120,294.0,280.0
genuine,user9:session_1498771725,121,294.0,281.0
genuine,user9:session_1498771725,122,293.0,285.0
genuine,user9:session_1498771725,123,287.0,285.0
genuine,user9:session_1498771725,124,282.0,285.0
genuine,user9:session_1498771725,125,267.0,293.0
genuine,user9:session_1498771725,126,262.0,293.0
genuine,user9:session_1498771725,127,254.0,266.0
genuine,user9:session_1814762834,0,430.0,276.0
genuine,user9:session_1814762834,1,430.0,276.0
genuine,user9:session_1814762834,2,430.0,276.0
genuine,user9:session_1814762834,3,428.0,277.0
genuine,user9:session_1814762834,4,418.0,281.0
genuine,user9:session_1814762834,5,401.0,277.0
genuine,user9:session_1814762834,6,291.0,266.0
genuine,user9:session_1814762834,7,286.0,266.0
genuine,user9:session_1814762834,8,285.0,266.0
genuine,user9:session_1814762834,9,284.0,266.0
genuine,user9:session_1814762834,10,284.0,266.0
genuine,user9:session_1814762834,11,284.0,266.0
genuine,user9:session_1814762834,12,284.0,266.0
genuine,user9:session_1814762834,13,284.0,266.0
genuine,user9:session_1814762834,14,285.0,267.0
genuine,user9:session_1814762834,15,301.0,280.0
genuine,user9:session_1814762834,16,302.0,280.0
genuine,user9:session_1814762834,17,304.0,279.0
genuine,user9:session_1814762834,18,304.0,278.0
genuine,user9:session_1814762834,19,313.0,222.0
genuine,user9:session_1814762834,20,312.0,222.0
genuine,user9:session_1814762834,21,304.0,237.0
genuine,user9:session_1814762834,22,303.0,238.0
genuine,user9:session_1814762834,23,302.0,241.0
genuine,user9:session_1814762834,24,300.0,254.0
genuine,user9:session_1814762834,25,300.0,255.0
genuine,user9:session_1814762834,26,298.0,260.0
genuine,user9:session_1814762834,27,301.0,255.0
genuine,user9:session_1814762834,28,313.0,235.0
genuine,user9:session_1814762834,29,319.0,206.0
genuine,user9:session_1814762834,30,320.0,217.0
genuine,user9:session_1814762834,31,313.0,238.0
genuine,user9:session_1814762834,32,311.0,244.0
genuine,user9:session_1814762834,33,308.0,253.0
genuine,user9:session_1814762834,34,295.0,260.0
genuine,user9:session_1814762834,35,291.0,263.0
genuine,user9:session_1814762834,36,289.0,263.0
genuine,user9:session_1814762834,37,289.0,263.0
genuine,user9:session_1814762834,38,289.0,262.0
genuine,user9:session_1814762834,39,314.0,199.0
genuine,user9:session_1814762834,40,314.0,197.0
genuine,user9:session_1814762834,41,315.0,197.0
genuine,user9:session_1814762834,42,324.0,192.0
genuine,user9:session_1814762834,43,328.0,191.0
genuine,user9:session_1814762834,44,357.0,165.0
genuine,user9:session_1814762834,45,357.0,166.0
genuine,user9:session_1814762834,46,358.0,168.0
genuine,user9:session_1814762834,47,410.0,214.0
genuine,user9:session_1814762834,48,411.0,214.0
genuine,user9:session_1814762834,49,445.0,233.0
genuine,user9:session_1814762834,50,439.0,241.0
genuine,user9:session_1814762834,51,440.0,240.0
genuine,user9:session_1814762834,52,442.0,238.0
genuine,user9:session_1814762834,53,455.0,206.0
genuine,user9:session_1814762834,54,502.0,176.0
genuine,user9:session_1814762834,55,551.0,168.0
genuine,user9:session_1814762834,56,619.0,153.0
genuine,user9:session_1814762834,57,643.0,136.0
genuine,user9:session_1814762834,58,776.0,85.0
genuine,user9:session_1814762834,59,803.0,73.0
genuine,user9:session_1814762834,60,813.0,66.0
genuine,user9:session_1814762834,61,822.0,59.0
genuine,user9:session_1814762834,62,848.0,46.0
genuine,user9:session_1814762834,63,862.0,40.0
genuine,user9:session_1814762834,64,871.0,36.0
genuine,user9:session_1814762834,65,883.0,29.0
genuine,user9:session_1814762834,66,883.0,27.0
genuine,user9:session_1814762834,67,854.0,282.0
genuine,user9:session_1814762834,68,853.0,283.0
genuine,user9:session_1814762834,69,823.0,309.0
genuine,user9:session_1814762834,70,792.0,314.0
genuine,user9:session_1814762834,71,705.0,296.0
genuine,user9:session_1814762834,72,612.0,270.0
genuine,user9:session_1814762834,73,543.0,255.0
genuine,user9:session_1814762834,74,514.0,263.0
genuine,user9:session_1814762834,75,503.0,266.0
genuine,user9:session_1814762834,76,444.0,287.0
genuine,user9:session_1814762834,77,433.0,295.0
genuine,user9:session_1814762834,78,410.0,309.0
genuine,user9:session_1814762834,79,383.0,320.0
genuine,user9:session_1814762834,80,364.0,328.0
genuine,user9:session_1814762834,81,360.0,329.0
genuine,user9:session_1814762834,82,353.0,333.0
genuine,user9:session_1814762834,83,346.0,337.0
genuine,user9:session_1814762834,84,342.0,343.0
genuine,user9:session_1814762834,85,330.0,359.0
genuine,user9:session_1814762834,86,323.0,373.0
genuine,user9:session_1814762834,87,320.0,381.0
genuine,user9:session_1814762834,88,320.0,382.0
genuine,user9:session_1814762834,89,322.0,393.0
genuine,user9:session_1814762834,90,324.0,397.0
genuine,user9:session_1814762834,91,0.0,0.0
genuine,user9:session_1814762834,92,0.0,0.0
genuine,user9:session_1814762834,93,0.0,0.0
genuine,user9:session_1814762834,94,0.0,0.0
genuine,user9:session_1814762834,95,323.0,392.0
genuine,user9:session_1814762834,96,294.0,318.0
genuine,user9:session_1814762834,97,272.0,225.0
genuine,user9:session_1814762834,98,252.0,148.0
genuine,user9:session_1814762834,99,243.0,128.0
genuine,user9:session_1814762834,100,239.0,119.0
genuine,user9:session_1814762834,101,238.0,116.0
genuine,user9:session_1814762834,102,228.0,87.0
genuine,user9:session_1814762834,103,228.0,85.0
genuine,user9:session_1814762834,104,227.0,74.0
genuine,user9:session_1814762834,105,231.0,68.0
genuine,user9:session_1814762834,106,259.0,56.0
genuine,user9:session_1814762834,107,261.0,55.0
genuine,user9:session_1814762834,108,265.0,53.0
genuine,user9:session_1814762834,109,267.0,52.0
genuine,user9:session_1814762834,110,267.0,52.0
genuine,user9:session_1814762834,111,267.0,52.0
genuine,user9:session_1814762834,112,267.0,52.0
genuine,user9:session_1814762834,113,267.0,52.0
genuine,user9:session_1814762834,114,267.0,52.0
genuine,user9:session_1814762834,115,267.0,55.0
genuine,user9:session_1814762834,116,274.0,124.0
genuine,user9:session_1814762834,117,274.0,141.0
genuine,user9:session_1814762834,118,278.0,217.0
genuine,user9:session_1814762834,119,292.0,274.0
genuine,user9:session_1814762834,120,295.0,285.0
genuine,user9:session_1814762834,121,304.0,307.0
genuine,user9:session_1814762834,122,335.0,369.0
genuine,user9:session_1814762834,123,337.0,376.0
genuine,user9:session_1814762834,124,338.0,373.0
genuine,user9:session_1814762834,125,341.0,362.0
genuine,user9:session_1814762834,126,348.0,344.0
genuine,user9:session_1814762834,127,348.0,343.0
windmouse,windmouse_s00,0,1633.0,687.0
windmouse,windmouse_s00,1,1624.0,681.0
windmouse,windmouse_s00,2,1614.0,675.0
windmouse,windmouse_s00,3,1602.0,667.0
windmouse,windmouse_s00,4,1590.0,659.0
windmouse,windmouse_s00,5,1583.0,654.0
windmouse,windmouse_s00,6,1575.0,649.0
windmouse,windmouse_s00,7,1568.0,644.0
windmouse,windmouse_s00,8,1558.0,637.0
windmouse,windmouse_s00,9,1545.0,629.0
windmouse,windmouse_s00,10,1534.0,623.0
windmouse,windmouse_s00,11,1523.0,617.0
windmouse,windmouse_s00,12,1514.0,611.0
windmouse,windmouse_s00,13,1505.0,605.0
windmouse,windmouse_s00,14,1495.0,599.0
windmouse,windmouse_s00,15,1483.0,591.0
windmouse,windmouse_s00,16,1476.0,587.0
windmouse,windmouse_s00,17,1468.0,582.0
windmouse,windmouse_s00,18,1459.0,577.0
windmouse,windmouse_s00,19,1448.0,569.0
windmouse,windmouse_s00,20,1440.0,563.0
windmouse,windmouse_s00,21,1430.0,557.0
windmouse,windmouse_s00,22,1422.0,552.0
windmouse,windmouse_s00,23,1415.0,547.0
windmouse,windmouse_s00,24,1406.0,541.0
windmouse,windmouse_s00,25,1397.0,536.0
windmouse,windmouse_s00,26,1384.0,528.0
windmouse,windmouse_s00,27,1374.0,523.0
windmouse,windmouse_s00,28,1365.0,519.0
windmouse,windmouse_s00,29,1352.0,513.0
windmouse,windmouse_s00,30,1338.0,507.0
windmouse,windmouse_s00,31,1326.0,501.0
windmouse,windmouse_s00,32,1319.0,496.0
windmouse,windmouse_s00,33,1306.0,489.0
windmouse,windmouse_s00,34,1298.0,484.0
windmouse,windmouse_s00,35,1290.0,480.0
windmouse,windmouse_s00,36,1277.0,472.0
windmouse,windmouse_s00,37,1266.0,466.0
windmouse,windmouse_s00,38,1260.0,463.0
windmouse,windmouse_s00,39,1247.0,457.0
windmouse,windmouse_s00,40,1239.0,454.0
windmouse,windmouse_s00,41,1226.0,447.0
windmouse,windmouse_s00,42,1218.0,443.0
windmouse,windmouse_s00,43,1211.0,438.0
windmouse,windmouse_s00,44,1201.0,432.0
windmouse,windmouse_s00,45,1193.0,426.0
windmouse,windmouse_s00,46,1183.0,420.0
windmouse,windmouse_s00,47,1173.0,413.0
windmouse,windmouse_s00,48,1166.0,409.0
windmouse,windmouse_s00,49,1159.0,405.0
windmouse,windmouse_s00,50,1147.0,398.0
windmouse,windmouse_s00,51,1140.0,394.0
windmouse,windmouse_s00,52,1129.0,387.0
windmouse,windmouse_s00,53,1118.0,379.0
windmouse,windmouse_s00,54,1110.0,372.0
windmouse,windmouse_s00,55,1098.0,365.0
windmouse,windmouse_s00,56,1087.0,357.0
windmouse,windmouse_s00,57,1078.0,352.0
windmouse,windmouse_s00,58,1071.0,347.0
windmouse,windmouse_s00,59,1061.0,339.0
windmouse,windmouse_s00,60,1050.0,332.0
windmouse,windmouse_s00,61,1043.0,327.0
windmouse,windmouse_s00,62,1036.0,322.0
windmouse,windmouse_s00,63,1026.0,316.0
windmouse,windmouse_s00,64,1016.0,310.0
windmouse,windmouse_s00,65,1004.0,302.0
windmouse,windmouse_s00,66,993.0,295.0
windmouse,windmouse_s00,67,984.0,289.0
windmouse,windmouse_s00,68,980.0,289.0
windmouse,windmouse_s00,69,980.0,292.0
windmouse,windmouse_s00,70,981.0,291.0
windmouse,windmouse_s00,71,980.0,301.0
windmouse,windmouse_s00,72,980.0,315.0
windmouse,windmouse_s00,73,981.0,329.0
windmouse,windmouse_s00,74,981.0,340.0
windmouse,windmouse_s00,75,980.0,353.0
windmouse,windmouse_s00,76,980.0,367.0
windmouse,windmouse_s00,77,979.0,380.0
windmouse,windmouse_s00,78,978.0,394.0
windmouse,windmouse_s00,79,978.0,404.0
windmouse,windmouse_s00,80,978.0,415.0
windmouse,windmouse_s00,81,977.0,429.0
windmouse,windmouse_s00,82,975.0,442.0
windmouse,windmouse_s00,83,975.0,453.0
windmouse,windmouse_s00,84,976.0,464.0
windmouse,windmouse_s00,85,977.0,475.0
windmouse,windmouse_s00,86,979.0,485.0
windmouse,windmouse_s00,87,980.0,493.0
windmouse,windmouse_s00,88,982.0,504.0
windmouse,windmouse_s00,89,983.0,516.0
windmouse,windmouse_s00,90,984.0,528.0
windmouse,windmouse_s00,91,984.0,540.0
windmouse,windmouse_s00,92,984.0,552.0
windmouse,windmouse_s00,93,985.0,566.0
windmouse,windmouse_s00,94,985.0,574.0
windmouse,windmouse_s00,95,986.0,585.0
windmouse,windmouse_s00,96,988.0,598.0
windmouse,windmouse_s00,97,989.0,612.0
windmouse,windmouse_s00,98,989.0,626.0
windmouse,windmouse_s00,99,989.0,636.0
windmouse,windmouse_s00,100,989.0,646.0
windmouse,windmouse_s00,101,988.0,655.0
windmouse,windmouse_s00,102,987.0,664.0
windmouse,windmouse_s00,103,988.0,676.0
windmouse,windmouse_s00,104,988.0,683.0
windmouse,windmouse_s00,105,988.0,696.0
windmouse,windmouse_s00,106,989.0,705.0
windmouse,windmouse_s00,107,990.0,720.0
windmouse,windmouse_s00,108,992.0,732.0
windmouse,windmouse_s00,109,993.0,741.0
windmouse,windmouse_s00,110,995.0,751.0
windmouse,windmouse_s00,111,996.0,763.0
windmouse,windmouse_s00,112,997.0,771.0
windmouse,windmouse_s00,113,997.0,780.0
windmouse,windmouse_s00,114,997.0,791.0
windmouse,windmouse_s00,115,997.0,804.0
windmouse,windmouse_s00,116,997.0,812.0
windmouse,windmouse_s00,117,998.0,823.0
windmouse,windmouse_s00,118,997.0,837.0
windmouse,windmouse_s00,119,996.0,851.0
windmouse,windmouse_s00,120,995.0,865.0
windmouse,windmouse_s00,121,994.0,878.0
windmouse,windmouse_s00,122,994.0,891.0
windmouse,windmouse_s00,123,994.0,900.0
windmouse,windmouse_s00,124,994.0,909.0
windmouse,windmouse_s00,125,994.0,916.0
windmouse,windmouse_s00,126,995.0,926.0
windmouse,windmouse_s00,127,996.0,937.0
windmouse,windmouse_s01,0,608.0,658.0
windmouse,windmouse_s01,1,607.0,659.0
windmouse,windmouse_s01,2,607.0,658.0
windmouse,windmouse_s01,3,613.0,651.0
windmouse,windmouse_s01,4,619.0,643.0
windmouse,windmouse_s01,5,624.0,637.0
windmouse,windmouse_s01,6,631.0,628.0
windmouse,windmouse_s01,7,639.0,617.0
windmouse,windmouse_s01,8,644.0,610.0
windmouse,windmouse_s01,9,652.0,600.0
windmouse,windmouse_s01,10,658.0,593.0
windmouse,windmouse_s01,11,663.0,586.0
windmouse,windmouse_s01,12,674.0,576.0
windmouse,windmouse_s01,13,681.0,568.0
windmouse,windmouse_s01,14,686.0,563.0
windmouse,windmouse_s01,15,694.0,552.0
